doctor_id,department,day_of_week,time_of_day_minutes,patients_waiting,emergency_patients_waiting,doctor_workload,avg_consultation_time,actual_wait_time
2,Cardiology,2,798,13,0,28,26.53,344.69
8,Orthopedics,5,718,4,4,28,17.02,98.92
8,Orthopedics,0,1009,3,3,17,15.68,72.46
1,Cardiology,1,768,1,1,22,21.52,39.39
9,Orthopedics,6,741,12,4,3,22.67,305.55
3,Cardiology,3,508,4,4,24,14.19,81.17
4,General Medicine,1,956,0,0,17,7.79,0.0
9,Orthopedics,1,850,11,2,15,21.13,245.82
6,General Medicine,1,517,5,1,5,14.36,76.81
5,General Medicine,6,812,14,3,20,16.05,240.41
3,Cardiology,1,889,5,1,3,13.68,71.03
10,Orthopedics,4,865,9,1,29,15.12,145.51
7,General Medicine,0,859,1,0,15,5.06,9.89
4,General Medicine,1,1007,5,4,11,10.7,78.87
6,General Medicine,4,595,5,0,5,15.88,76.67
1,Cardiology,4,895,14,4,5,18.58,290.4
9,Orthopedics,6,820,1,1,29,26.88,43.8
9,Orthopedics,4,610,3,0,2,25.91,77.7
6,General Medicine,1,979,13,0,18,11.96,163.93
6,General Medicine,5,736,15,0,28,11.78,188.51
6,General Medicine,6,511,15,1,7,17.2,268.64
2,Cardiology,1,853,6,2,2,24.49,159.48
2,Cardiology,6,774,15,3,27,23.35,383.57
4,General Medicine,6,849,11,1,18,11.07,127.6
8,Orthopedics,6,1002,3,2,3,19.87,82.28
8,Orthopedics,0,480,2,0,28,17.43,43.76
1,Cardiology,1,505,9,1,28,19.05,188.85
2,Cardiology,5,850,11,2,11,26.88,313.69
8,Orthopedics,5,1012,9,3,8,18.26,188.16
2,Cardiology,4,869,4,1,27,24.12,111.16
8,Orthopedics,5,1002,9,3,26,14.85,160.16
4,General Medicine,2,623,6,3,28,10.81,80.36
1,Cardiology,0,508,4,1,26,18.81,88.92
10,Orthopedics,6,771,15,3,24,17.12,275.2
5,General Medicine,0,566,8,3,24,10.85,98.04
4,General Medicine,6,755,8,0,12,11.51,97.98
7,General Medicine,2,887,12,4,25,7.15,99.03
10,Orthopedics,6,966,9,0,13,12.11,119.28
5,General Medicine,2,871,15,1,29,12.93,200.66
6,General Medicine,1,661,1,0,17,17.72,18.74
3,Cardiology,4,613,12,1,23,15.94,206.7
7,General Medicine,3,622,9,1,10,9.48,89.89
6,General Medicine,1,863,12,4,20,17.52,232.73
9,Orthopedics,3,485,14,3,27,20.58,308.48
6,General Medicine,2,981,5,3,8,15.44,97.32
2,Cardiology,1,782,8,1,10,26.8,225.04
1,Cardiology,3,810,0,0,13,20.56,0.0
7,General Medicine,1,622,7,3,24,8.8,70.79
10,Orthopedics,2,514,3,1,8,17.19,65.11
6,General Medicine,2,871,11,1,30,13.08,154.59
6,General Medicine,5,968,6,4,20,17.43,143.21
9,Orthopedics,5,880,13,1,25,21.33,289.62
7,General Medicine,3,976,5,3,5,6.35,44.92
10,Orthopedics,3,633,11,4,18,20.01,247.75
1,Cardiology,4,772,7,3,14,22.42,188.19
10,Orthopedics,3,666,5,4,9,13.4,88.89
4,General Medicine,5,522,8,2,18,12.86,113.28
4,General Medicine,6,496,15,1,21,12.04,182.37
3,Cardiology,4,953,9,1,23,16.45,157.89
6,General Medicine,5,929,9,4,10,15.27,160.75
8,Orthopedics,6,907,2,0,22,15.36,34.66
5,General Medicine,5,729,1,0,3,10.54,17.39
2,Cardiology,1,590,4,3,11,23.31,112.94
10,Orthopedics,0,586,8,1,6,18.63,152.31
4,General Medicine,6,779,12,2,22,8.44,114.31
7,General Medicine,1,580,8,3,29,8.12,72.1
5,General Medicine,4,505,2,0,17,10.86,26.77
4,General Medicine,0,700,6,2,3,10.83,74.31
9,Orthopedics,1,889,0,0,3,22.41,0.0
6,General Medicine,3,545,15,4,23,16.2,263.05
2,Cardiology,0,849,12,3,19,28.44,367.57
2,Cardiology,0,642,0,0,11,25.34,0.0
8,Orthopedics,5,947,9,1,17,18.15,171.91
1,Cardiology,5,1003,0,0,30,21.88,0.0
6,General Medicine,2,640,4,3,7,14.38,73.52
10,Orthopedics,4,893,14,0,10,14.7,216.14
2,Cardiology,1,969,3,1,3,21.53,79.94
9,Orthopedics,1,954,5,1,30,21.48,119.59
5,General Medicine,3,723,13,4,3,14.42,205.14
4,General Medicine,5,988,3,3,7,7.25,35.53
8,Orthopedics,0,760,15,4,25,16.75,284.24
1,Cardiology,1,836,5,0,6,21.44,112.85
9,Orthopedics,6,606,5,0,16,23.44,118.15
4,General Medicine,0,781,2,0,26,9.68,28.15
9,Orthopedics,0,484,14,1,8,22.26,326.65
10,Orthopedics,1,885,6,3,21,12.74,89.99
7,General Medicine,3,681,9,0,20,5.93,58.16
3,Cardiology,2,709,0,0,1,15.48,0.0
7,General Medicine,6,579,4,2,9,8.44,42.6
10,Orthopedics,3,802,2,0,2,11.45,27.24
7,General Medicine,2,750,2,2,13,9.63,26.93
2,Cardiology,5,930,0,0,21,24.92,0.0
6,General Medicine,1,587,2,1,10,16.97,45.28
4,General Medicine,2,1003,3,2,22,8.57,38.41
1,Cardiology,1,508,11,2,20,18.16,213.54
7,General Medicine,1,702,10,3,20,6.62,71.66
4,General Medicine,6,874,1,0,11,9.16,11.63
6,General Medicine,3,654,14,2,6,13.5,194.88
8,Orthopedics,5,672,9,4,22,23.6,244.93
4,General Medicine,6,917,11,2,15,9.68,110.9
6,General Medicine,1,722,9,3,22,17.07,182.84
7,General Medicine,3,821,12,1,24,5.0,67.67
10,Orthopedics,0,740,1,0,29,10.51,20.19
9,Orthopedics,1,612,14,2,9,19.83,292.89
6,General Medicine,1,874,11,1,26,19.34,220.18
2,Cardiology,2,967,5,2,13,24.66,145.58
6,General Medicine,0,781,9,0,6,12.61,113.27
5,General Medicine,0,934,8,2,15,10.34,93.12
10,Orthopedics,4,933,0,0,0,18.71,0.0
2,Cardiology,2,685,3,2,8,25.72,97.24
5,General Medicine,2,923,12,3,20,12.61,173.16
3,Cardiology,3,663,2,0,18,12.91,32.5
1,Cardiology,6,854,14,2,2,20.53,295.74
1,Cardiology,6,827,10,1,6,19.84,208.51
1,Cardiology,0,834,5,1,27,20.71,110.92
10,Orthopedics,2,888,14,4,12,13.69,209.14
3,Cardiology,5,661,8,0,23,15.93,136.98
3,Cardiology,3,536,1,0,29,13.16,18.88
4,General Medicine,3,533,0,0,0,9.56,0.0
9,Orthopedics,6,980,5,1,24,20.78,124.24
4,General Medicine,3,751,0,0,22,10.0,0.0
8,Orthopedics,2,756,1,1,9,19.04,28.8
9,Orthopedics,3,706,14,2,2,19.52,287.43
2,Cardiology,2,609,9,3,10,26.3,266.56
7,General Medicine,5,641,1,1,1,8.76,10.45
4,General Medicine,2,753,3,0,28,8.38,32.68
4,General Medicine,2,942,13,0,1,7.96,104.37
3,Cardiology,2,885,5,0,23,19.15,99.67
1,Cardiology,4,749,8,3,3,20.49,184.6
6,General Medicine,2,704,9,3,9,14.14,149.07
2,Cardiology,3,893,2,0,17,21.62,45.67
3,Cardiology,0,831,15,2,21,12.51,197.33
10,Orthopedics,4,667,14,4,4,14.78,229.72
2,Cardiology,3,872,11,3,28,24.41,298.05
6,General Medicine,6,612,3,0,28,17.5,58.6
2,Cardiology,1,725,6,0,10,23.78,151.9
3,Cardiology,2,522,9,4,22,15.93,164.76
6,General Medicine,5,752,5,0,15,17.13,91.7
10,Orthopedics,0,596,1,0,1,16.32,13.75
9,Orthopedics,1,763,1,0,14,22.95,30.48
9,Orthopedics,2,502,0,0,6,21.06,0.0
6,General Medicine,6,572,8,2,16,12.79,113.53
4,General Medicine,4,553,9,4,6,11.09,113.66
2,Cardiology,0,597,1,0,10,24.53,27.11
9,Orthopedics,4,923,11,0,2,20.9,229.29
4,General Medicine,4,784,2,0,21,10.33,24.98
1,Cardiology,5,564,11,3,23,18.55,225.44
5,General Medicine,3,745,3,2,3,9.9,40.45
6,General Medicine,3,680,2,2,27,15.98,46.33
2,Cardiology,2,843,15,4,9,25.16,411.52
7,General Medicine,4,495,13,0,29,10.68,144.43
10,Orthopedics,0,824,1,0,13,15.36,15.09
6,General Medicine,6,837,4,1,17,17.63,83.7
10,Orthopedics,2,966,4,2,6,12.28,67.74
2,Cardiology,2,622,15,0,14,25.58,387.75
1,Cardiology,2,932,11,1,22,22.99,259.42
10,Orthopedics,4,526,11,1,30,15.78,185.95
8,Orthopedics,6,833,0,0,22,19.71,0.0
6,General Medicine,4,1019,12,4,28,14.64,203.32
2,Cardiology,1,656,5,4,28,25.56,167.87
4,General Medicine,2,959,10,1,10,8.6,92.46
3,Cardiology,2,649,6,1,15,15.04,100.61
8,Orthopedics,2,482,10,3,23,19.02,215.63
1,Cardiology,0,771,5,1,23,16.79,97.71
2,Cardiology,4,897,10,4,6,24.89,281.34
7,General Medicine,3,969,8,0,18,10.32,95.46
9,Orthopedics,4,718,9,3,20,22.41,231.34
1,Cardiology,1,715,2,2,5,22.76,61.85
7,General Medicine,2,553,6,1,11,6.0,42.18
3,Cardiology,2,994,15,1,23,13.86,224.76
9,Orthopedics,4,749,2,2,13,21.38,64.3
10,Orthopedics,1,600,15,4,27,13.03,214.97
2,Cardiology,6,720,12,0,2,25.73,314.47
4,General Medicine,1,622,15,2,17,6.51,108.02
7,General Medicine,6,875,3,3,30,10.65,47.81
10,Orthopedics,3,938,8,2,24,13.18,118.9
10,Orthopedics,6,879,5,3,3,17.05,103.92
6,General Medicine,5,972,1,1,19,13.52,28.43
2,Cardiology,4,660,3,0,4,25.38,73.02
7,General Medicine,3,1019,10,4,14,11.54,141.07
10,Orthopedics,0,548,6,2,14,14.11,96.62
3,Cardiology,4,992,5,0,23,15.43,86.53
9,Orthopedics,3,831,8,1,28,23.5,200.5
8,Orthopedics,6,605,12,3,16,17.2,224.93
10,Orthopedics,2,702,11,2,24,14.19,172.33
4,General Medicine,6,960,13,0,2,6.99,100.47
5,General Medicine,3,898,3,0,27,10.57,36.8
10,Orthopedics,4,937,12,3,28,17.64,233.45
9,Orthopedics,2,571,2,0,17,20.35,46.38
10,Orthopedics,4,545,11,0,24,15.77,181.24
4,General Medicine,6,719,2,1,13,5.48,14.92
9,Orthopedics,2,819,12,1,29,22.75,280.26
3,Cardiology,2,791,7,4,28,15.91,134.54
8,Orthopedics,5,731,6,2,10,20.56,141.55
5,General Medicine,5,893,6,0,15,15.56,98.08
5,General Medicine,4,725,10,2,5,15.42,173.08
5,General Medicine,2,837,13,2,30,10.12,139.1
8,Orthopedics,6,551,12,2,14,16.4,211.21
1,Cardiology,1,626,1,1,29,18.95,32.72
10,Orthopedics,0,662,6,4,15,13.88,107.88
3,Cardiology,1,856,15,1,18,13.84,221.81
6,General Medicine,6,613,11,2,10,16.2,187.33
4,General Medicine,6,548,9,4,15,10.16,103.76
2,Cardiology,0,958,1,1,12,23.82,38.22
3,Cardiology,5,608,13,4,20,14.73,216.22
1,Cardiology,4,688,11,2,22,18.06,213.0
4,General Medicine,5,843,6,3,11,11.61,82.51
2,Cardiology,5,836,2,1,6,25.25,60.95
2,Cardiology,4,842,15,4,10,23.9,389.98
3,Cardiology,4,522,1,1,9,15.14,19.03
9,Orthopedics,5,934,9,2,1,23.71,224.61
3,Cardiology,0,982,14,1,21,14.44,216.61
6,General Medicine,1,703,10,4,2,16.17,177.71
2,Cardiology,6,547,11,1,10,27.19,310.98
3,Cardiology,6,582,0,0,21,13.5,0.0
8,Orthopedics,2,787,14,0,9,14.43,201.75
7,General Medicine,4,777,8,0,5,7.58,62.88
7,General Medicine,3,605,3,1,13,5.0,15.15
8,Orthopedics,5,481,13,1,17,19.22,260.44
5,General Medicine,3,819,6,1,16,11.37,73.83
1,Cardiology,3,494,9,3,27,18.16,186.61
6,General Medicine,0,677,15,4,6,13.97,228.03
2,Cardiology,3,480,13,0,17,26.02,344.22
3,Cardiology,4,714,4,1,7,15.46,67.2
2,Cardiology,1,587,3,2,15,29.18,105.29
6,General Medicine,5,926,4,0,18,16.42,72.0
5,General Medicine,6,989,8,3,19,14.18,140.91
10,Orthopedics,5,838,3,1,4,17.85,54.37
6,General Medicine,1,836,15,2,16,10.47,160.57
1,Cardiology,2,994,11,4,1,19.7,245.79
10,Orthopedics,0,985,3,2,13,16.67,73.01
5,General Medicine,5,943,12,1,15,10.83,134.88
8,Orthopedics,5,696,9,1,6,16.68,153.98
2,Cardiology,6,959,0,0,18,26.4,0.0
9,Orthopedics,2,865,4,3,27,21.91,109.19
1,Cardiology,1,562,7,3,5,20.66,164.41
2,Cardiology,2,833,15,2,23,23.51,371.36
3,Cardiology,0,827,11,1,15,13.54,152.23
10,Orthopedics,2,598,8,3,5,12.99,110.24
8,Orthopedics,4,639,13,3,3,18.77,263.4
7,General Medicine,5,865,8,4,11,5.0,49.31
10,Orthopedics,5,698,10,3,19,16.23,182.91
3,Cardiology,0,599,1,1,8,11.0,15.29
4,General Medicine,6,949,6,0,23,8.15,53.81
7,General Medicine,1,820,8,4,28,9.93,92.88
3,Cardiology,0,552,3,3,19,13.31,60.08
5,General Medicine,5,973,14,4,23,11.42,180.12
9,Orthopedics,2,807,11,2,1,22.66,265.13
5,General Medicine,5,994,0,0,14,10.4,0.0
1,Cardiology,0,738,1,1,15,20.91,38.74
8,Orthopedics,5,689,15,3,29,18.18,295.89
7,General Medicine,2,610,13,4,16,10.56,154.31
9,Orthopedics,6,902,13,1,23,21.59,286.24
9,Orthopedics,1,781,7,4,15,27.41,225.07
5,General Medicine,1,620,2,0,24,10.07,33.03
10,Orthopedics,1,563,1,0,14,13.1,14.15
2,Cardiology,2,948,14,1,24,26.1,374.41
1,Cardiology,0,720,13,3,24,23.27,339.08
3,Cardiology,0,494,8,4,15,14.86,136.73
6,General Medicine,2,639,12,1,19,15.55,194.96
1,Cardiology,2,868,4,1,30,22.93,109.04
10,Orthopedics,4,746,9,4,1,13.65,144.88
4,General Medicine,0,484,13,2,3,12.54,173.07
8,Orthopedics,3,872,0,0,0,18.57,0.0
4,General Medicine,2,898,9,3,17,10.26,104.24
8,Orthopedics,1,578,1,0,15,16.22,22.69
6,General Medicine,3,614,10,0,21,14.26,148.46
10,Orthopedics,0,740,6,0,3,14.84,93.82
5,General Medicine,5,581,9,2,24,10.45,106.49
2,Cardiology,1,811,8,0,0,19.88,156.57
3,Cardiology,2,720,8,4,9,13.28,133.24
6,General Medicine,5,521,3,3,17,15.18,61.42
10,Orthopedics,4,518,10,0,11,15.1,153.57
10,Orthopedics,4,495,14,4,5,11.76,182.85
5,General Medicine,6,882,11,1,25,12.7,144.37
5,General Medicine,1,523,0,0,18,13.97,0.0
6,General Medicine,1,760,13,3,11,13.08,188.18
9,Orthopedics,4,691,0,0,24,22.59,0.0
9,Orthopedics,3,632,9,4,16,20.74,215.79
5,General Medicine,5,961,5,2,28,11.94,82.13
5,General Medicine,1,895,14,1,14,12.9,189.69
10,Orthopedics,0,508,13,3,21,13.06,186.5
1,Cardiology,4,711,11,1,24,19.34,220.0
5,General Medicine,6,935,2,2,29,9.49,31.73
2,Cardiology,6,926,14,0,2,21.37,300.51
4,General Medicine,3,546,4,0,30,11.19,46.55
9,Orthopedics,3,644,14,4,6,24.36,371.68
1,Cardiology,4,554,12,3,0,18.52,238.49
10,Orthopedics,6,840,13,4,22,18.73,270.62
6,General Medicine,3,691,15,3,5,16.35,264.01
1,Cardiology,0,917,6,3,16,19.36,134.05
5,General Medicine,4,941,5,4,16,8.57,52.54
9,Orthopedics,2,963,1,0,12,22.65,33.99
8,Orthopedics,2,869,3,1,6,20.45,67.53
5,General Medicine,4,872,12,2,9,13.6,174.68
9,Orthopedics,2,644,12,0,26,18.29,230.01
10,Orthopedics,2,788,3,1,11,15.57,51.06
4,General Medicine,0,742,5,4,3,10.92,74.06
9,Orthopedics,2,588,4,2,1,22.7,99.76
10,Orthopedics,1,841,0,0,7,12.84,0.0
1,Cardiology,1,541,5,3,29,20.47,128.67
1,Cardiology,0,781,3,0,29,17.02,57.16
4,General Medicine,1,694,2,0,0,6.51,12.61
8,Orthopedics,6,826,11,4,25,18.92,235.41
7,General Medicine,0,555,1,0,17,9.58,13.38
9,Orthopedics,0,663,15,0,14,20.92,313.94
8,Orthopedics,5,941,13,0,13,17.84,237.48
3,Cardiology,2,641,15,4,28,15.76,257.46
7,General Medicine,0,952,9,3,5,11.49,113.58
3,Cardiology,4,711,7,0,10,14.93,105.08
10,Orthopedics,6,744,11,2,27,13.08,162.65
1,Cardiology,6,990,5,4,1,21.13,141.63
3,Cardiology,5,908,13,2,21,15.55,217.98
6,General Medicine,0,736,9,4,20,14.91,160.57
4,General Medicine,6,628,5,3,11,10.72,63.46
4,General Medicine,2,535,14,0,2,13.51,195.32
3,Cardiology,0,982,1,0,30,16.48,33.66
10,Orthopedics,1,860,9,1,18,14.37,140.65
4,General Medicine,5,804,2,0,28,11.47,29.86
1,Cardiology,6,492,10,0,1,20.58,206.27
4,General Medicine,1,675,15,3,24,10.87,174.47
4,General Medicine,3,596,1,0,22,12.34,7.14
7,General Medicine,0,571,4,1,26,6.32,29.52
7,General Medicine,6,719,8,0,2,10.85,91.32
8,Orthopedics,1,631,2,2,28,17.44,52.72
6,General Medicine,0,767,10,4,11,13.44,157.17
9,Orthopedics,2,1002,10,1,1,20.42,220.87
9,Orthopedics,4,711,12,1,11,24.87,304.63
3,Cardiology,0,871,9,4,4,18.4,188.89
8,Orthopedics,5,554,13,2,28,19.43,267.51
1,Cardiology,4,729,6,0,19,21.34,135.44
8,Orthopedics,1,562,9,4,4,17.64,182.78
7,General Medicine,4,933,10,2,13,8.68,101.63
9,Orthopedics,1,501,15,3,23,22.29,361.53
1,Cardiology,1,555,2,0,29,22.46,51.98
4,General Medicine,5,924,4,1,29,9.68,49.11
4,General Medicine,4,901,2,0,7,11.72,20.69
4,General Medicine,0,642,1,1,29,5.81,17.88
5,General Medicine,6,570,3,0,0,13.02,34.32
1,Cardiology,0,798,8,3,19,22.85,209.62
1,Cardiology,3,492,4,4,15,19.68,105.18
4,General Medicine,6,847,0,0,4,10.43,0.0
5,General Medicine,4,887,8,2,8,9.14,80.08
2,Cardiology,6,515,14,4,27,23.85,370.96
8,Orthopedics,0,754,6,1,16,16.27,110.75
3,Cardiology,5,753,1,1,26,16.62,31.36
6,General Medicine,6,584,7,4,8,15.94,124.71
7,General Medicine,1,732,3,0,17,10.73,41.83
3,Cardiology,6,589,0,0,30,17.67,0.0
2,Cardiology,3,711,7,2,1,23.57,177.04
5,General Medicine,4,680,12,4,8,11.34,148.49
2,Cardiology,5,951,12,4,22,27.39,363.1
5,General Medicine,0,784,0,0,2,10.77,0.0
10,Orthopedics,4,645,5,4,28,17.23,116.59
7,General Medicine,3,556,3,0,3,5.87,19.01
9,Orthopedics,0,846,3,1,23,18.32,70.37
10,Orthopedics,3,808,15,2,5,14.72,228.78
5,General Medicine,0,572,2,2,4,14.9,36.18
1,Cardiology,0,718,7,2,13,17.97,145.0
3,Cardiology,3,626,9,3,27,16.45,162.83
3,Cardiology,3,529,3,1,17,18.55,66.67
9,Orthopedics,5,789,6,3,20,20.13,147.19
9,Orthopedics,3,1012,7,2,26,19.85,168.37
9,Orthopedics,6,644,12,3,29,21.6,284.16
4,General Medicine,0,875,12,1,27,9.97,128.42
7,General Medicine,4,917,1,0,17,6.58,10.83
7,General Medicine,3,509,10,0,27,8.39,87.85
2,Cardiology,6,721,5,4,25,27.09,175.69
5,General Medicine,1,678,12,0,23,14.89,184.06
8,Orthopedics,3,769,14,1,7,17.38,253.96
6,General Medicine,4,981,5,2,10,15.15,92.71
3,Cardiology,2,650,13,1,6,13.61,182.3
2,Cardiology,5,514,14,4,21,22.84,351.81
8,Orthopedics,6,903,4,1,6,19.67,92.06
2,Cardiology,5,531,2,2,5,24.47,64.13
2,Cardiology,1,681,9,4,21,23.23,244.33
2,Cardiology,0,1002,4,1,7,27.93,128.13
1,Cardiology,3,797,8,4,11,22.08,203.5
3,Cardiology,4,908,12,0,23,16.66,199.61
2,Cardiology,3,563,8,0,20,26.58,210.3
6,General Medicine,0,1018,0,0,30,14.54,0.0
8,Orthopedics,6,744,10,0,28,17.65,189.45
6,General Medicine,2,640,10,1,18,16.44,173.41
3,Cardiology,4,542,12,0,12,13.82,174.45
4,General Medicine,0,877,10,0,30,9.56,104.41
8,Orthopedics,0,907,8,2,14,17.07,150.03
7,General Medicine,3,723,8,2,9,11.48,104.83
4,General Medicine,4,658,4,2,21,10.06,49.78
6,General Medicine,2,608,14,3,19,11.98,183.32
1,Cardiology,3,634,2,2,12,22.72,60.15
4,General Medicine,1,547,10,3,24,11.96,134.94
6,General Medicine,3,709,15,0,16,15.23,234.12
8,Orthopedics,3,846,15,2,28,21.01,330.78
1,Cardiology,0,756,1,1,1,19.72,31.27
5,General Medicine,1,974,6,0,28,9.52,74.36
6,General Medicine,6,824,13,1,11,14.75,197.63
3,Cardiology,6,660,12,4,27,16.18,215.37
4,General Medicine,4,861,7,4,27,9.65,84.8
5,General Medicine,2,529,9,1,27,12.4,119.76
8,Orthopedics,2,532,15,2,20,20.0,313.1
9,Orthopedics,1,552,8,1,10,22.33,192.35
4,General Medicine,1,742,14,0,5,12.5,185.14
4,General Medicine,0,835,2,2,10,7.11,18.71
8,Orthopedics,5,780,15,1,12,19.85,308.67
10,Orthopedics,6,721,7,3,1,13.69,113.14
7,General Medicine,2,892,3,0,6,8.92,26.87
1,Cardiology,6,557,13,4,24,20.92,305.27
1,Cardiology,6,913,10,3,27,15.49,170.8
9,Orthopedics,5,704,0,0,14,21.58,0.0
6,General Medicine,3,819,0,0,24,16.07,0.0
5,General Medicine,1,621,14,0,9,14.13,198.85
3,Cardiology,4,947,15,3,18,12.01,193.68
2,Cardiology,6,701,0,0,1,26.2,0.0
8,Orthopedics,3,667,0,0,20,13.2,0.0
8,Orthopedics,4,878,9,2,24,15.18,149.29
6,General Medicine,2,576,2,1,1,15.48,36.59
3,Cardiology,6,531,4,3,8,15.96,81.05
4,General Medicine,4,583,1,0,10,10.78,11.47
6,General Medicine,3,888,8,2,24,13.2,122.57
2,Cardiology,4,641,0,0,22,26.71,0.0
4,General Medicine,4,666,1,1,19,6.94,9.06
5,General Medicine,3,623,12,2,30,10.15,130.17
7,General Medicine,1,845,3,0,14,5.0,17.42
7,General Medicine,6,875,10,2,10,8.93,92.76
2,Cardiology,4,735,13,4,20,26.75,388.79
10,Orthopedics,5,718,3,0,15,13.76,35.83
9,Orthopedics,3,994,0,0,8,21.09,0.0
10,Orthopedics,6,602,8,1,18,15.78,140.92
10,Orthopedics,4,894,13,1,7,16.69,227.51
4,General Medicine,3,482,1,0,30,8.7,11.47
6,General Medicine,4,956,2,0,2,17.51,37.05
4,General Medicine,4,620,14,2,15,12.52,189.38
10,Orthopedics,3,609,1,0,10,15.29,12.42
10,Orthopedics,0,898,1,0,13,16.99,23.08
1,Cardiology,2,613,2,0,6,19.71,41.03
5,General Medicine,0,829,2,2,22,12.68,38.33
7,General Medicine,0,702,15,2,30,6.89,114.73
4,General Medicine,3,998,15,2,1,11.11,180.52
6,General Medicine,3,960,9,2,30,18.24,186.82
9,Orthopedics,6,661,2,0,18,23.75,52.0
5,General Medicine,5,956,14,4,13,15.61,243.5
6,General Medicine,4,904,2,0,8,15.56,33.39
2,Cardiology,3,925,3,3,29,26.49,103.89
7,General Medicine,4,958,3,3,16,7.28,28.4
1,Cardiology,1,759,11,0,17,19.12,216.57
9,Orthopedics,5,508,2,0,21,21.18,51.17
1,Cardiology,1,757,2,0,21,21.17,53.17
5,General Medicine,0,624,10,0,6,14.5,148.03
4,General Medicine,2,813,12,4,26,11.24,155.52
4,General Medicine,6,838,4,2,24,8.67,45.48
10,Orthopedics,5,607,7,0,11,14.13,101.0
2,Cardiology,3,883,4,1,19,25.45,118.41
2,Cardiology,4,993,11,1,7,26.45,306.84
10,Orthopedics,6,509,7,1,3,15.32,113.74
7,General Medicine,3,605,10,0,3,8.23,81.13
9,Orthopedics,1,864,7,0,19,21.26,153.49
9,Orthopedics,0,1017,0,0,14,23.35,0.0
10,Orthopedics,0,547,11,4,13,16.23,199.5
6,General Medicine,0,480,12,1,14,16.58,204.5
7,General Medicine,4,1018,8,0,17,8.7,85.64
5,General Medicine,3,755,14,2,6,11.7,173.67
1,Cardiology,2,516,2,2,3,18.62,43.62
4,General Medicine,4,619,13,1,21,8.16,115.89
2,Cardiology,6,675,7,2,16,25.42,192.49
7,General Medicine,1,846,0,0,5,11.5,0.0
2,Cardiology,6,740,13,0,21,22.53,301.29
6,General Medicine,0,713,6,0,0,13.84,87.44
2,Cardiology,2,923,6,3,18,22.77,163.18
1,Cardiology,0,761,2,0,14,19.97,49.5
6,General Medicine,4,729,13,0,21,13.93,192.91
3,Cardiology,1,537,12,2,18,17.2,218.12
9,Orthopedics,5,492,6,2,9,21.85,144.31
3,Cardiology,0,982,7,4,15,15.81,135.88
1,Cardiology,6,1009,2,2,1,18.39,58.44
9,Orthopedics,3,771,10,1,9,22.02,229.59
6,General Medicine,1,1011,0,0,14,14.67,0.0
7,General Medicine,1,489,14,4,26,8.88,142.52
5,General Medicine,5,814,14,4,12,11.64,179.61
7,General Medicine,2,575,14,2,19,8.42,127.52
7,General Medicine,1,900,11,3,8,5.69,71.31
7,General Medicine,4,742,15,0,7,10.37,162.28
7,General Medicine,5,956,14,3,4,10.47,155.46
8,Orthopedics,0,585,1,0,12,18.22,20.08
8,Orthopedics,3,806,6,2,4,18.88,122.12
4,General Medicine,6,497,10,4,10,8.69,97.78
5,General Medicine,3,768,13,3,23,14.62,209.43
4,General Medicine,3,692,2,0,3,10.87,22.82
4,General Medicine,5,574,7,4,22,7.5,64.06
8,Orthopedics,1,882,2,2,15,17.37,46.99
5,General Medicine,5,885,13,4,30,13.87,199.83
2,Cardiology,4,800,6,4,16,23.36,169.2
6,General Medicine,6,551,5,3,3,15.42,98.04
6,General Medicine,3,834,6,1,7,14.16,84.38
1,Cardiology,2,998,15,1,11,23.4,366.76
3,Cardiology,2,941,1,1,25,15.12,27.14
6,General Medicine,1,653,3,3,22,14.83,62.57
5,General Medicine,4,899,7,3,18,12.61,100.92
4,General Medicine,1,795,3,2,21,8.16,29.56
6,General Medicine,3,710,3,3,26,13.93,63.97
3,Cardiology,6,737,4,1,25,13.37,65.79
6,General Medicine,5,607,13,1,28,16.4,224.16
10,Orthopedics,6,946,7,2,7,17.95,133.53
9,Orthopedics,2,875,10,4,15,20.54,228.74
2,Cardiology,0,538,0,0,6,22.92,0.0
1,Cardiology,3,878,12,2,3,20.33,256.87
10,Orthopedics,6,926,0,0,22,16.63,0.0
2,Cardiology,3,719,10,4,10,25.6,286.69
9,Orthopedics,5,1002,0,0,0,22.46,0.0
3,Cardiology,0,899,2,0,16,14.43,34.08
10,Orthopedics,6,557,6,3,21,16.66,117.72
4,General Medicine,3,940,15,2,10,7.71,123.67
2,Cardiology,3,596,7,2,1,24.46,189.98
7,General Medicine,2,1005,9,4,30,5.0,63.41
2,Cardiology,3,770,14,3,22,23.04,354.56
5,General Medicine,3,902,2,2,11,13.35,39.18
6,General Medicine,1,506,2,0,8,17.6,38.92
9,Orthopedics,1,684,10,0,9,21.4,218.82
9,Orthopedics,3,611,4,1,18,21.22,99.22
1,Cardiology,1,737,3,1,28,21.12,79.88
4,General Medicine,3,559,10,3,18,13.54,153.11
7,General Medicine,5,648,13,1,19,5.61,78.8
9,Orthopedics,6,732,5,1,14,23.01,128.77
1,Cardiology,0,701,8,3,30,21.37,198.51
3,Cardiology,2,626,4,4,30,17.47,95.08
4,General Medicine,5,539,0,0,24,10.15,0.0
4,General Medicine,3,686,6,2,29,11.82,86.47
2,Cardiology,6,526,10,2,20,25.45,271.66
10,Orthopedics,0,941,4,0,6,16.63,63.42
6,General Medicine,3,563,1,0,10,18.34,18.99
