Room_ID,Hospital_ID,Room_Number,Room_Type,Status,Capacity
RM002042,HOSP000103,302,General Ward,Occupied,6
RM002043,HOSP000103,203,Consultation Room,Available,1
RM002044,HOSP000103,304,ICU,Available,1
RM002045,HOSP000103,505,ICU,Occupied,1
RM002046,HOSP000103,506,ICU,Available,1
RM002047,HOSP000103,407,Emergency Room,Available,4
RM002048,HOSP000103,208,ICU,Occupied,1
RM002049,HOSP000103,109,Emergency Room,Maintenance,4
RM002050,HOSP000103,310,Operation Theater,Occupied,1
RM002051,HOSP000103,411,General Ward,Maintenance,4
RM002052,HOSP000103,212,Operation Theater,Occupied,1
RM002053,HOSP000103,213,ICU,Occupied,1
RM002054,HOSP000103,414,Emergency Room,Available,2
RM002055,HOSP000103,515,General Ward,Available,2
RM002056,HOSP000103,416,ICU,Maintenance,1
RM002057,HOSP000103,217,Consultation Room,Available,1
RM002058,HOSP000103,418,Consultation Room,Available,1
RM002059,HOSP000103,419,Emergency Room,Available,2
RM002060,HOSP000103,220,Operation Theater,Available,1
RM002061,HOSP000104,301,General Ward,Available,2
RM002062,HOSP000104,202,General Ward,Available,4
RM002063,HOSP000104,503,General Ward,Maintenance,4
RM002064,HOSP000104,404,General Ward,Available,6
RM002065,HOSP000104,505,Operation Theater,Available,1
RM002066,HOSP000104,306,Operation Theater,Occupied,1
RM002067,HOSP000104,207,ICU,Occupied,1
RM002068,HOSP000104,408,Emergency Room,Maintenance,2
RM002069,HOSP000104,109,General Ward,Maintenance,4
RM002070,HOSP000104,310,General Ward,Maintenance,2
RM002071,HOSP000104,111,Emergency Room,Maintenance,2
RM002072,HOSP000104,412,Consultation Room,Available,1
RM002073,HOSP000104,513,General Ward,Occupied,2
RM002074,HOSP000104,514,Consultation Room,Available,1
RM002075,HOSP000104,415,Emergency Room,Maintenance,6
RM002076,HOSP000104,416,Consultation Room,Maintenance,1
RM002077,HOSP000104,517,Operation Theater,Occupied,1
RM002078,HOSP000104,418,Emergency Room,Maintenance,2
RM002079,HOSP000104,419,Operation Theater,Occupied,1
RM002080,HOSP000104,520,Operation Theater,Available,1
RM002081,HOSP000105,301,Emergency Room,Maintenance,4
RM002082,HOSP000105,302,Emergency Room,Occupied,2
RM002083,HOSP000105,203,Emergency Room,Available,6
RM002084,HOSP000105,504,Emergency Room,Available,2
RM002085,HOSP000105,105,General Ward,Maintenance,4
RM002086,HOSP000105,206,Emergency Room,Occupied,2
RM002087,HOSP000105,407,Consultation Room,Occupied,1
RM002088,HOSP000105,408,Consultation Room,Maintenance,1
RM002089,HOSP000105,509,Operation Theater,Maintenance,1
RM002090,HOSP000105,210,General Ward,Occupied,2
RM002091,HOSP000105,211,Operation Theater,Occupied,1
RM002092,HOSP000105,312,Consultation Room,Available,1
RM002093,HOSP000105,313,General Ward,Maintenance,4
RM002094,HOSP000105,314,Operation Theater,Available,1
RM002095,HOSP000105,115,ICU,Maintenance,1
RM002096,HOSP000105,316,ICU,Maintenance,1
RM002097,HOSP000105,517,General Ward,Available,2
RM002098,HOSP000105,518,ICU,Occupied,1
RM002099,HOSP000105,219,General Ward,Available,2
RM002100,HOSP000105,420,General Ward,Available,4
RM002101,HOSP000106,401,Consultation Room,Maintenance,1
RM002102,HOSP000106,502,Operation Theater,Maintenance,1
RM002103,HOSP000106,503,Consultation Room,Maintenance,1
RM002104,HOSP000106,204,General Ward,Maintenance,6
RM002105,HOSP000106,405,Emergency Room,Available,2
RM002106,HOSP000106,506,Consultation Room,Maintenance,1
RM002107,HOSP000106,507,Consultation Room,Maintenance,1
RM002108,HOSP000106,208,ICU,Available,1
RM002109,HOSP000106,209,Emergency Room,Maintenance,4
RM002110,HOSP000106,210,General Ward,Occupied,4
RM002111,HOSP000106,311,ICU,Available,1
RM002112,HOSP000106,312,Operation Theater,Occupied,1
RM002113,HOSP000106,113,Emergency Room,Maintenance,6
RM002114,HOSP000106,214,Emergency Room,Maintenance,4
RM002115,HOSP000106,515,Operation Theater,Available,1
RM002116,HOSP000106,316,ICU,Available,1
RM002117,HOSP000106,317,ICU,Available,1
RM002118,HOSP000106,218,Emergency Room,Occupied,4
RM002119,HOSP000106,219,Emergency Room,Maintenance,2
RM002120,HOSP000106,320,General Ward,Maintenance,4
RM002121,HOSP000107,501,Consultation Room,Maintenance,1
RM002122,HOSP000107,102,ICU,Available,1
RM002123,HOSP000107,503,Operation Theater,Available,1
RM002124,HOSP000107,104,Operation Theater,Occupied,1
RM002125,HOSP000107,405,General Ward,Available,2
RM002126,HOSP000107,306,Emergency Room,Maintenance,6
RM002127,HOSP000107,507,ICU,Maintenance,1
RM002128,HOSP000107,308,Consultation Room,Occupied,1
RM002129,HOSP000107,309,Emergency Room,Occupied,6
RM002130,HOSP000107,510,Emergency Room,Maintenance,6
RM002131,HOSP000107,311,Emergency Room,Maintenance,6
RM002132,HOSP000107,412,ICU,Available,1
RM002133,HOSP000107,313,Emergency Room,Occupied,6
RM002134,HOSP000107,514,Operation Theater,Occupied,1
RM002135,HOSP000107,115,Operation Theater,Occupied,1
RM002136,HOSP000107,116,Consultation Room,Maintenance,1
RM002137,HOSP000107,317,Emergency Room,Available,2
RM002138,HOSP000107,518,General Ward,Occupied,6
RM002139,HOSP000107,519,Consultation Room,Maintenance,1
RM002140,HOSP000107,220,Emergency Room,Maintenance,2
RM002141,HOSP000108,201,Operation Theater,Available,1
RM002142,HOSP000108,302,Operation Theater,Occupied,1
RM002143,HOSP000108,103,Operation Theater,Available,1
RM002144,HOSP000108,104,Operation Theater,Available,1
RM002145,HOSP000108,105,General Ward,Occupied,2
RM002146,HOSP000108,506,ICU,Available,1
RM002147,HOSP000108,107,Operation Theater,Maintenance,1
RM002148,HOSP000108,408,Emergency Room,Occupied,4
RM002149,HOSP000108,109,Emergency Room,Available,6
RM002150,HOSP000108,110,General Ward,Maintenance,6
RM002151,HOSP000108,511,Operation Theater,Occupied,1
RM002152,HOSP000108,212,Consultation Room,Occupied,1
RM002153,HOSP000108,213,Consultation Room,Maintenance,1
RM002154,HOSP000108,414,General Ward,Occupied,4
RM002155,HOSP000108,515,General Ward,Occupied,6
RM002156,HOSP000108,316,General Ward,Occupied,4
RM002157,HOSP000108,217,Operation Theater,Maintenance,1
RM002158,HOSP000108,118,Emergency Room,Maintenance,2
RM002159,HOSP000108,519,ICU,Available,1
RM002160,HOSP000108,120,Operation Theater,Available,1
RM002161,HOSP000109,101,Consultation Room,Occupied,1
RM002162,HOSP000109,502,Operation Theater,Maintenance,1
RM002163,HOSP000109,503,Operation Theater,Maintenance,1
RM002164,HOSP000109,104,Consultation Room,Occupied,1
RM002165,HOSP000109,405,Consultation Room,Available,1
RM002166,HOSP000109,406,General Ward,Available,4
RM002167,HOSP000109,507,Emergency Room,Available,4
RM002168,HOSP000109,508,General Ward,Maintenance,2
RM002169,HOSP000109,309,Operation Theater,Occupied,1
RM002170,HOSP000109,310,Emergency Room,Occupied,4
RM002171,HOSP000109,411,General Ward,Maintenance,2
RM002172,HOSP000109,412,General Ward,Available,6
RM002173,HOSP000109,513,ICU,Maintenance,1
RM002174,HOSP000109,414,Operation Theater,Maintenance,1
RM002175,HOSP000109,515,General Ward,Available,6
RM002176,HOSP000109,116,General Ward,Maintenance,2
RM002177,HOSP000109,417,Consultation Room,Maintenance,1
RM002178,HOSP000109,418,General Ward,Available,6
RM002179,HOSP000109,119,ICU,Occupied,1
RM002180,HOSP000109,320,Consultation Room,Maintenance,1
RM002181,HOSP000110,401,ICU,Occupied,1
RM002182,HOSP000110,202,ICU,Available,1
RM002183,HOSP000110,403,Operation Theater,Occupied,1
RM002184,HOSP000110,304,ICU,Maintenance,1
RM002185,HOSP000110,105,ICU,Maintenance,1
RM002186,HOSP000110,406,Consultation Room,Occupied,1
RM002187,HOSP000110,107,Operation Theater,Occupied,1
RM002188,HOSP000110,508,General Ward,Available,2
RM002189,HOSP000110,309,General Ward,Maintenance,2
RM002190,HOSP000110,210,Emergency Room,Available,2
RM002191,HOSP000110,511,Emergency Room,Available,4
RM002192,HOSP000110,112,ICU,Maintenance,1
RM002193,HOSP000110,213,Operation Theater,Maintenance,1
RM002194,HOSP000110,114,Operation Theater,Occupied,1
RM002195,HOSP000110,515,General Ward,Available,2
RM002196,HOSP000110,216,Consultation Room,Maintenance,1
RM002197,HOSP000110,317,Operation Theater,Maintenance,1
RM002198,HOSP000110,118,Emergency Room,Maintenance,6
RM002199,HOSP000110,519,Emergency Room,Maintenance,4
RM002200,HOSP000110,320,General Ward,Occupied,6
RM002201,HOSP000111,401,General Ward,Occupied,6
RM002202,HOSP000111,102,Operation Theater,Occupied,1
RM002203,HOSP000111,303,Emergency Room,Maintenance,2
RM002204,HOSP000111,504,Consultation Room,Available,1
RM002205,HOSP000111,405,Emergency Room,Available,4
RM002206,HOSP000111,206,Emergency Room,Occupied,4
RM002207,HOSP000111,507,Emergency Room,Maintenance,6
RM002208,HOSP000111,108,Operation Theater,Available,1
RM002209,HOSP000111,409,ICU,Available,1
RM002210,HOSP000111,410,Consultation Room,Maintenance,1
RM002211,HOSP000111,411,Emergency Room,Maintenance,2
RM002212,HOSP000111,312,Emergency Room,Occupied,6
RM002213,HOSP000111,213,Consultation Room,Available,1
RM002214,HOSP000111,214,Consultation Room,Occupied,1
RM002215,HOSP000111,115,General Ward,Occupied,4
RM002216,HOSP000111,116,Operation Theater,Occupied,1
RM002217,HOSP000111,117,General Ward,Available,6
RM002218,HOSP000111,318,Consultation Room,Occupied,1
RM002219,HOSP000111,419,General Ward,Maintenance,2
RM002220,HOSP000111,420,Consultation Room,Available,1
RM002221,HOSP000112,501,ICU,Available,1
RM002222,HOSP000112,102,Emergency Room,Available,2
RM002223,HOSP000112,103,General Ward,Available,4
RM002224,HOSP000112,504,Operation Theater,Maintenance,1
RM002225,HOSP000112,205,Emergency Room,Occupied,4
RM002226,HOSP000112,106,Consultation Room,Occupied,1
RM002227,HOSP000112,207,General Ward,Maintenance,2
RM002228,HOSP000112,208,Consultation Room,Maintenance,1
RM002229,HOSP000112,409,ICU,Available,1
RM002230,HOSP000112,310,General Ward,Occupied,2
RM002231,HOSP000112,111,General Ward,Maintenance,4
RM002232,HOSP000112,412,Emergency Room,Occupied,4
RM002233,HOSP000112,413,General Ward,Occupied,6
RM002234,HOSP000112,314,Consultation Room,Available,1
RM002235,HOSP000112,415,Consultation Room,Available,1
RM002236,HOSP000112,216,ICU,Available,1
RM002237,HOSP000112,317,Operation Theater,Maintenance,1
RM002238,HOSP000112,518,Operation Theater,Occupied,1
RM002239,HOSP000112,219,General Ward,Occupied,2
RM002240,HOSP000112,420,ICU,Maintenance,1
RM002241,HOSP000113,501,General Ward,Available,6
RM002242,HOSP000113,302,Consultation Room,Maintenance,1
RM002243,HOSP000113,103,Emergency Room,Occupied,4
RM002244,HOSP000113,304,Operation Theater,Maintenance,1
RM002245,HOSP000113,105,Emergency Room,Maintenance,4
RM002246,HOSP000113,206,Emergency Room,Occupied,2
RM002247,HOSP000113,107,Emergency Room,Maintenance,4
RM002248,HOSP000113,108,ICU,Available,1
RM002249,HOSP000113,509,Operation Theater,Available,1
RM002250,HOSP000113,410,ICU,Maintenance,1
RM002251,HOSP000113,311,Operation Theater,Occupied,1
RM002252,HOSP000113,512,ICU,Available,1
RM002253,HOSP000113,213,ICU,Maintenance,1
RM002254,HOSP000113,214,ICU,Maintenance,1
RM002255,HOSP000113,315,ICU,Occupied,1
RM002256,HOSP000113,116,Operation Theater,Occupied,1
RM002257,HOSP000113,417,ICU,Available,1
RM002258,HOSP000113,518,Operation Theater,Available,1
RM002259,HOSP000113,319,General Ward,Available,6
RM002260,HOSP000113,520,General Ward,Available,6
RM002261,HOSP000114,401,ICU,Available,1
RM002262,HOSP000114,102,ICU,Available,1
RM002263,HOSP000114,503,General Ward,Available,6
RM002264,HOSP000114,204,General Ward,Available,4
RM002265,HOSP000114,505,Consultation Room,Available,1
RM002266,HOSP000114,106,Consultation Room,Occupied,1
RM002267,HOSP000114,507,ICU,Maintenance,1
RM002268,HOSP000114,108,Operation Theater,Occupied,1
RM002269,HOSP000114,309,ICU,Maintenance,1
RM002270,HOSP000114,310,ICU,Occupied,1
RM002271,HOSP000114,311,ICU,Occupied,1
RM002272,HOSP000114,212,Consultation Room,Maintenance,1
RM002273,HOSP000114,413,Consultation Room,Available,1
RM002274,HOSP000114,414,Emergency Room,Occupied,4
RM002275,HOSP000114,215,ICU,Available,1
RM002276,HOSP000114,216,ICU,Available,1
RM002277,HOSP000114,517,Consultation Room,Occupied,1
RM002278,HOSP000114,418,Consultation Room,Available,1
RM002279,HOSP000114,119,General Ward,Available,2
RM002280,HOSP000114,320,Consultation Room,Maintenance,1
RM002281,HOSP000115,401,Emergency Room,Occupied,4
RM002282,HOSP000115,302,Operation Theater,Available,1
RM002283,HOSP000115,103,Consultation Room,Occupied,1
RM002284,HOSP000115,304,Emergency Room,Available,4
RM002285,HOSP000115,305,Operation Theater,Available,1
RM002286,HOSP000115,506,General Ward,Occupied,6
RM002287,HOSP000115,307,ICU,Occupied,1
RM002288,HOSP000115,208,ICU,Maintenance,1
RM002289,HOSP000115,109,Operation Theater,Occupied,1
RM002290,HOSP000115,310,Emergency Room,Available,4
RM002291,HOSP000115,111,Consultation Room,Maintenance,1
RM002292,HOSP000115,212,Emergency Room,Available,6
RM002293,HOSP000115,413,Operation Theater,Maintenance,1
RM002294,HOSP000115,214,Operation Theater,Available,1
RM002295,HOSP000115,115,Consultation Room,Available,1
RM002296,HOSP000115,316,Consultation Room,Available,1
RM002297,HOSP000115,117,General Ward,Maintenance,4
RM002298,HOSP000115,318,General Ward,Maintenance,2
RM002299,HOSP000115,319,General Ward,Maintenance,2
RM002300,HOSP000115,220,Operation Theater,Occupied,1
RM002301,HOSP000116,301,Consultation Room,Occupied,1
RM002302,HOSP000116,202,Operation Theater,Maintenance,1
RM002303,HOSP000116,403,Emergency Room,Occupied,4
RM002304,HOSP000116,304,Consultation Room,Maintenance,1
RM002305,HOSP000116,305,Consultation Room,Maintenance,1
RM002306,HOSP000116,306,Consultation Room,Available,1
RM002307,HOSP000116,407,Operation Theater,Available,1
RM002308,HOSP000116,108,Consultation Room,Maintenance,1
RM002309,HOSP000116,509,Emergency Room,Maintenance,6
RM002310,HOSP000116,110,Consultation Room,Available,1
RM002311,HOSP000116,111,Emergency Room,Occupied,6
RM002312,HOSP000116,212,ICU,Available,1
RM002313,HOSP000116,313,General Ward,Available,4
RM002314,HOSP000116,314,Consultation Room,Maintenance,1
RM002315,HOSP000116,415,Operation Theater,Available,1
RM002316,HOSP000116,516,Emergency Room,Maintenance,2
RM002317,HOSP000116,417,Operation Theater,Maintenance,1
RM002318,HOSP000116,418,General Ward,Maintenance,2
RM002319,HOSP000116,319,Emergency Room,Maintenance,4
RM002320,HOSP000116,320,Emergency Room,Available,2
RM002321,HOSP000117,301,Emergency Room,Maintenance,6
RM002322,HOSP000117,502,ICU,Maintenance,1
RM002323,HOSP000117,403,ICU,Occupied,1
RM002324,HOSP000117,104,Consultation Room,Occupied,1
RM002325,HOSP000117,505,Consultation Room,Available,1
RM002326,HOSP000117,506,Operation Theater,Occupied,1
RM002327,HOSP000117,107,Consultation Room,Occupied,1
RM002328,HOSP000117,208,Consultation Room,Occupied,1
RM002329,HOSP000117,509,General Ward,Maintenance,2
RM002330,HOSP000117,310,General Ward,Occupied,6
RM002331,HOSP000117,311,Operation Theater,Maintenance,1
RM002332,HOSP000117,112,ICU,Occupied,1
RM002333,HOSP000117,313,Operation Theater,Occupied,1
RM002334,HOSP000117,514,Emergency Room,Available,6
RM002335,HOSP000117,115,Consultation Room,Available,1
RM002336,HOSP000117,216,General Ward,Available,2
RM002337,HOSP000117,117,Emergency Room,Maintenance,6
RM002338,HOSP000117,118,Consultation Room,Occupied,1
RM002339,HOSP000117,219,ICU,Maintenance,1
RM002340,HOSP000117,120,ICU,Maintenance,1
RM002341,HOSP000118,401,Operation Theater,Available,1
RM002342,HOSP000118,202,General Ward,Available,2
RM002343,HOSP000118,503,ICU,Occupied,1
RM002344,HOSP000118,204,Consultation Room,Occupied,1
RM002345,HOSP000118,505,General Ward,Occupied,6
RM002346,HOSP000118,406,ICU,Maintenance,1
RM002347,HOSP000118,307,ICU,Occupied,1
RM002348,HOSP000118,408,Emergency Room,Occupied,4
RM002349,HOSP000118,109,ICU,Maintenance,1
RM002350,HOSP000118,210,Operation Theater,Occupied,1
RM002351,HOSP000118,511,General Ward,Maintenance,2
RM002352,HOSP000118,412,Operation Theater,Occupied,1
RM002353,HOSP000118,313,General Ward,Occupied,6
RM002354,HOSP000118,114,ICU,Maintenance,1
RM002355,HOSP000118,115,ICU,Available,1
RM002356,HOSP000118,316,Emergency Room,Available,2
RM002357,HOSP000118,217,General Ward,Available,6
RM002358,HOSP000118,418,ICU,Available,1
RM002359,HOSP000118,319,ICU,Maintenance,1
RM002360,HOSP000118,120,Consultation Room,Available,1
RM002361,HOSP000119,201,ICU,Available,1
RM002362,HOSP000119,402,Consultation Room,Maintenance,1
RM002363,HOSP000119,103,ICU,Occupied,1
RM002364,HOSP000119,104,Consultation Room,Maintenance,1
RM002365,HOSP000119,405,General Ward,Occupied,4
RM002366,HOSP000119,406,Emergency Room,Occupied,4
RM002367,HOSP000119,407,Emergency Room,Maintenance,6
RM002368,HOSP000119,508,Operation Theater,Occupied,1
RM002369,HOSP000119,509,Emergency Room,Maintenance,2
RM002370,HOSP000119,210,ICU,Occupied,1
RM002371,HOSP000119,311,Consultation Room,Occupied,1
RM002372,HOSP000119,412,Consultation Room,Available,1
RM002373,HOSP000119,213,ICU,Maintenance,1
RM002374,HOSP000119,414,General Ward,Maintenance,2
RM002375,HOSP000119,315,Operation Theater,Occupied,1
RM002376,HOSP000119,316,Operation Theater,Occupied,1
RM002377,HOSP000119,517,ICU,Maintenance,1
RM002378,HOSP000119,518,ICU,Occupied,1
RM002379,HOSP000119,419,Emergency Room,Available,6
RM002380,HOSP000119,320,Consultation Room,Occupied,1
RM002381,HOSP000120,301,Emergency Room,Available,6
RM002382,HOSP000120,402,General Ward,Occupied,2
RM002383,HOSP000120,503,ICU,Maintenance,1
RM002384,HOSP000120,504,ICU,Available,1
RM002385,HOSP000120,305,Consultation Room,Available,1
RM002386,HOSP000120,306,ICU,Maintenance,1
RM002387,HOSP000120,307,Operation Theater,Maintenance,1
RM002388,HOSP000120,208,General Ward,Occupied,4
RM002389,HOSP000120,309,ICU,Occupied,1
RM002390,HOSP000120,410,Emergency Room,Available,6
RM002391,HOSP000120,311,ICU,Available,1
RM002392,HOSP000120,412,Emergency Room,Available,2
RM002393,HOSP000120,413,Emergency Room,Maintenance,6
RM002394,HOSP000120,414,Operation Theater,Available,1
RM002395,HOSP000120,515,General Ward,Available,6
RM002396,HOSP000120,416,Operation Theater,Available,1
RM002397,HOSP000120,217,Consultation Room,Maintenance,1
RM002398,HOSP000120,518,Operation Theater,Occupied,1
RM002399,HOSP000120,119,Consultation Room,Maintenance,1
RM002400,HOSP000120,220,ICU,Occupied,1
RM002401,HOSP000121,301,Consultation Room,Occupied,1
RM002402,HOSP000121,302,Operation Theater,Maintenance,1
RM002403,HOSP000121,203,Consultation Room,Occupied,1
RM002404,HOSP000121,304,Consultation Room,Maintenance,1
RM002405,HOSP000121,105,Operation Theater,Occupied,1
RM002406,HOSP000121,506,ICU,Maintenance,1
RM002407,HOSP000121,107,Consultation Room,Maintenance,1
RM002408,HOSP000121,508,Consultation Room,Occupied,1
RM002409,HOSP000121,209,Operation Theater,Available,1
RM002410,HOSP000121,410,ICU,Occupied,1
RM002411,HOSP000121,211,Consultation Room,Available,1
RM002412,HOSP000121,412,Operation Theater,Occupied,1
RM002413,HOSP000121,513,ICU,Available,1
RM002414,HOSP000121,114,Operation Theater,Available,1
RM002415,HOSP000121,415,ICU,Occupied,1
RM002416,HOSP000121,416,Emergency Room,Available,6
RM002417,HOSP000121,317,Emergency Room,Available,4
RM002418,HOSP000121,118,Operation Theater,Maintenance,1
RM002419,HOSP000121,219,ICU,Available,1
RM002420,HOSP000121,320,Operation Theater,Maintenance,1
RM002421,HOSP000122,101,Consultation Room,Available,1
RM002422,HOSP000122,102,Operation Theater,Maintenance,1
RM002423,HOSP000122,203,Consultation Room,Available,1
RM002424,HOSP000122,104,ICU,Available,1
RM002425,HOSP000122,405,ICU,Occupied,1
RM002426,HOSP000122,406,General Ward,Occupied,2
RM002427,HOSP000122,207,ICU,Available,1
RM002428,HOSP000122,108,ICU,Occupied,1
RM002429,HOSP000122,109,Consultation Room,Maintenance,1
RM002430,HOSP000122,510,ICU,Occupied,1
RM002431,HOSP000122,411,Emergency Room,Maintenance,6
RM002432,HOSP000122,312,ICU,Maintenance,1
RM002433,HOSP000122,413,ICU,Occupied,1
RM002434,HOSP000122,114,Consultation Room,Occupied,1
RM002435,HOSP000122,215,Emergency Room,Available,4
RM002436,HOSP000122,316,Consultation Room,Available,1
RM002437,HOSP000122,417,ICU,Occupied,1
RM002438,HOSP000122,418,ICU,Maintenance,1
RM002439,HOSP000122,319,General Ward,Maintenance,6
RM002440,HOSP000122,120,Operation Theater,Available,1
RM002441,HOSP000123,301,General Ward,Occupied,4
RM002442,HOSP000123,402,General Ward,Available,4
RM002443,HOSP000123,303,ICU,Maintenance,1
RM002444,HOSP000123,304,ICU,Occupied,1
RM002445,HOSP000123,505,Emergency Room,Occupied,4
RM002446,HOSP000123,306,ICU,Occupied,1
RM002447,HOSP000123,207,Emergency Room,Occupied,4
RM002448,HOSP000123,408,Operation Theater,Available,1
RM002449,HOSP000123,109,ICU,Occupied,1
RM002450,HOSP000123,110,Consultation Room,Occupied,1
RM002451,HOSP000123,311,General Ward,Available,6
RM002452,HOSP000123,512,Consultation Room,Maintenance,1
RM002453,HOSP000123,313,Operation Theater,Available,1
RM002454,HOSP000123,314,General Ward,Occupied,6
RM002455,HOSP000123,515,Emergency Room,Maintenance,2
RM002456,HOSP000123,516,General Ward,Occupied,6
RM002457,HOSP000123,217,Operation Theater,Available,1
RM002458,HOSP000123,518,ICU,Occupied,1
RM002459,HOSP000123,319,ICU,Occupied,1
RM002460,HOSP000123,220,General Ward,Occupied,6
RM002461,HOSP000124,301,ICU,Available,1
RM002462,HOSP000124,102,ICU,Occupied,1
RM002463,HOSP000124,303,Operation Theater,Available,1
RM002464,HOSP000124,504,Consultation Room,Maintenance,1
RM002465,HOSP000124,105,Operation Theater,Occupied,1
RM002466,HOSP000124,306,Consultation Room,Maintenance,1
RM002467,HOSP000124,507,Consultation Room,Available,1
RM002468,HOSP000124,408,Consultation Room,Occupied,1
RM002469,HOSP000124,509,ICU,Occupied,1
RM002470,HOSP000124,510,Consultation Room,Available,1
RM002471,HOSP000124,411,Consultation Room,Maintenance,1
RM002472,HOSP000124,312,ICU,Occupied,1
RM002473,HOSP000124,513,Emergency Room,Maintenance,4
RM002474,HOSP000124,314,Consultation Room,Maintenance,1
RM002475,HOSP000124,315,Consultation Room,Maintenance,1
RM002476,HOSP000124,116,ICU,Occupied,1
RM002477,HOSP000124,517,ICU,Occupied,1
RM002478,HOSP000124,118,Consultation Room,Occupied,1
RM002479,HOSP000124,519,Operation Theater,Occupied,1
RM002480,HOSP000124,220,ICU,Available,1
RM002481,HOSP000125,201,Emergency Room,Maintenance,4
RM002482,HOSP000125,302,Emergency Room,Available,4
RM002483,HOSP000125,503,Operation Theater,Available,1
RM002484,HOSP000125,204,ICU,Available,1
RM002485,HOSP000125,305,Consultation Room,Occupied,1
RM002486,HOSP000125,506,ICU,Available,1
RM002487,HOSP000125,407,Emergency Room,Maintenance,4
RM002488,HOSP000125,508,Emergency Room,Maintenance,6
RM002489,HOSP000125,509,Operation Theater,Occupied,1
RM002490,HOSP000125,110,Consultation Room,Maintenance,1
RM002491,HOSP000125,111,ICU,Maintenance,1
RM002492,HOSP000125,412,Operation Theater,Occupied,1
RM002493,HOSP000125,313,Consultation Room,Available,1
RM002494,HOSP000125,414,General Ward,Occupied,4
RM002495,HOSP000125,315,Operation Theater,Available,1
RM002496,HOSP000125,516,Operation Theater,Occupied,1
RM002497,HOSP000125,417,ICU,Occupied,1
RM002498,HOSP000125,418,Consultation Room,Available,1
RM002499,HOSP000125,119,Emergency Room,Occupied,2
RM002500,HOSP000125,420,ICU,Occupied,1
RM002501,HOSP000126,201,Consultation Room,Occupied,1
RM002502,HOSP000126,202,Operation Theater,Maintenance,1
RM002503,HOSP000126,303,Operation Theater,Occupied,1
RM002504,HOSP000126,204,Emergency Room,Available,6
RM002505,HOSP000126,405,Consultation Room,Occupied,1
RM002506,HOSP000126,406,Consultation Room,Occupied,1
RM002507,HOSP000126,307,Consultation Room,Maintenance,1
RM002508,HOSP000126,108,Operation Theater,Maintenance,1
RM002509,HOSP000126,409,General Ward,Maintenance,2
RM002510,HOSP000126,310,Consultation Room,Maintenance,1
RM002511,HOSP000126,211,ICU,Occupied,1
RM002512,HOSP000126,412,General Ward,Available,6
RM002513,HOSP000126,313,Operation Theater,Available,1
RM002514,HOSP000126,314,Emergency Room,Maintenance,6
RM002515,HOSP000126,515,Operation Theater,Available,1
RM002516,HOSP000126,516,Consultation Room,Occupied,1
RM002517,HOSP000126,517,ICU,Maintenance,1
RM002518,HOSP000126,418,ICU,Available,1
RM002519,HOSP000126,319,ICU,Maintenance,1
RM002520,HOSP000126,320,Emergency Room,Available,6
RM002521,HOSP000127,201,Emergency Room,Available,6
RM002522,HOSP000127,302,Emergency Room,Maintenance,4
RM002523,HOSP000127,403,Emergency Room,Maintenance,4
RM002524,HOSP000127,204,Operation Theater,Available,1
RM002525,HOSP000127,205,ICU,Available,1
RM002526,HOSP000127,406,ICU,Available,1
RM002527,HOSP000127,207,Emergency Room,Available,6
RM002528,HOSP000127,208,Consultation Room,Occupied,1
RM002529,HOSP000127,509,ICU,Occupied,1
RM002530,HOSP000127,110,Operation Theater,Occupied,1
RM002531,HOSP000127,211,Operation Theater,Available,1
RM002532,HOSP000127,412,General Ward,Maintenance,6
RM002533,HOSP000127,213,Consultation Room,Maintenance,1
RM002534,HOSP000127,514,Emergency Room,Maintenance,4
RM002535,HOSP000127,315,Consultation Room,Occupied,1
RM002536,HOSP000127,316,Emergency Room,Available,2
RM002537,HOSP000127,317,ICU,Maintenance,1
RM002538,HOSP000127,118,Operation Theater,Maintenance,1
RM002539,HOSP000127,119,General Ward,Occupied,2
RM002540,HOSP000127,120,General Ward,Maintenance,4
RM002541,HOSP000128,101,Operation Theater,Occupied,1
RM002542,HOSP000128,102,Consultation Room,Maintenance,1
RM002543,HOSP000128,203,Emergency Room,Maintenance,6
RM002544,HOSP000128,304,Emergency Room,Available,2
RM002545,HOSP000128,105,ICU,Available,1
RM002546,HOSP000128,206,Consultation Room,Maintenance,1
RM002547,HOSP000128,207,Emergency Room,Available,6
RM002548,HOSP000128,408,Consultation Room,Available,1
RM002549,HOSP000128,109,General Ward,Maintenance,4
RM002550,HOSP000128,510,Operation Theater,Available,1
RM002551,HOSP000128,211,Consultation Room,Maintenance,1
RM002552,HOSP000128,412,General Ward,Occupied,4
RM002553,HOSP000128,413,Consultation Room,Available,1
RM002554,HOSP000128,414,ICU,Occupied,1
RM002555,HOSP000128,315,General Ward,Available,6
RM002556,HOSP000128,416,ICU,Occupied,1
RM002557,HOSP000128,217,Emergency Room,Occupied,2
RM002558,HOSP000128,318,Emergency Room,Occupied,2
RM002559,HOSP000128,319,Emergency Room,Available,6
RM002560,HOSP000128,220,Operation Theater,Available,1
RM002561,HOSP000129,301,Consultation Room,Occupied,1
RM002562,HOSP000129,102,Consultation Room,Available,1
RM002563,HOSP000129,403,Consultation Room,Available,1
RM002564,HOSP000129,204,Emergency Room,Occupied,6
RM002565,HOSP000129,305,Emergency Room,Available,6
